Origin Document,Part In Document,File,Addendum,Part,Section,Section Title,Entity-Long,Entity,Programme,Programme Title,Subprogramme,Description,Link,Symbol,Full Document Symbol,Source
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,,,https://docs.un.org/en/S/RES/2686(2023),2686 (2023),S/RES/2686(2023),Security Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,,,https://docs.un.org/en/S/RES/2807(2025),2807 (2025),S/RES/2807(2025),Security Council resolutions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",An Agenda for Peace: preventive diplomacy and related matters,https://docs.un.org/en/A/RES/47/120,47/120,A/RES/47/120,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",An Agenda for Peace,https://docs.un.org/en/A/RES/47/120B,47/120,A/RES/47/120B,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",Prevention and peaceful settlement of disputes,https://docs.un.org/en/A/RES/57/26,57/26,A/RES/57/26,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",Cooperation between the United Nations and the Organization for Security and Cooperation in Europe,https://docs.un.org/en/A/RES/57/298,57/298,A/RES/57/298,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",Cooperation between the United Nations and the Organization of American States,https://docs.un.org/en/A/RES/59/257,59/257,A/RES/59/257,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",Cooperation between the United Nations and the Economic Community of Central African States,https://docs.un.org/en/A/RES/59/310,59/310,A/RES/59/310,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",2005 World Summit Outcome,https://docs.un.org/en/A/RES/60/1,60/1,A/RES/60/1,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",Cooperation between the United Nations and the Southern African Development Community,https://docs.un.org/en/A/RES/61/51,61/51,A/RES/61/51,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",Cooperation between the United Nations and the Asian-African Legal Consultative Organization,https://docs.un.org/en/A/RES/63/10,63/10,A/RES/63/10,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",Strengthening of the Department of Political Affairs,https://docs.un.org/en/A/RES/63/261,63/261,A/RES/63/261,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",Climate change and its possible security implications,https://docs.un.org/en/A/RES/63/281,63/281,A/RES/63/281,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",The responsibility to protect,https://docs.un.org/en/A/RES/63/308,63/308,A/RES/63/308,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts","Strengthening the role of mediation in the peaceful settlement of disputes, conflict prevention and resolution",https://docs.un.org/en/A/RES/65/283,65/283,A/RES/65/283,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts","Strengthening the role of mediation in the peaceful settlement of disputes, conflict prevention and resolution",https://docs.un.org/en/A/RES/66/291,66/291,A/RES/66/291,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts","Strengthening the role of mediation in the peaceful settlement of disputes, conflict prevention and resolution",https://docs.un.org/en/A/RES/68/303,68/303,A/RES/68/303,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts","Strengthening the role of mediation in the peaceful settlement of disputes, conflict prevention and resolution",https://docs.un.org/en/A/RES/70/304,70/304,A/RES/70/304,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",The situation in the Syrian Arab Republic,https://docs.un.org/en/A/RES/66/253,66/253,A/RES/66/253,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",The situation in the Syrian Arab Republic,https://docs.un.org/en/A/RES/66/253B,66/253,A/RES/66/253B,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",The situation in the Syrian Arab Republic,https://docs.un.org/en/A/RES/71/130,71/130,A/RES/71/130,General Assembly resolutions and decisions
PPB 2027,Legislative mandates,A_81_6 (SECT. 3).json,,II,3,Political affairs,Department of Political and Peacebuilding Affairs,DPPA,2.0,Political affairs,"Subprogramme 1 – Prevention, management and resolution of conflicts",Support by the United Nations system of the efforts of Governments to promote and consolidate new or restored democracies,https://docs.un.org/en/A/RES/66/285,66/285,A/RES/66/285,General Assembly resolutions and decisions
